algorithm,subsampling,feature_selection,imputation_num,imputation_cat,encoding,fold,auc,sen,spec,accu,gmean
LR,none,LASSO,Drop,Unknown,Label,2,0.621078522,0.003246753,0.998756219,0.886029412,0.056944842
LR,none,LASSO,Drop,Missing,Label,2,0.618255449,0.00487013,0.999170813,0.886580882,0.069757377
LR,none,LASSO,Drop,Mode,Label,2,0.615563955,0.003246753,0.999378109,0.886580882,0.056962568
LR,none,LASSO,Drop,Drop,Label,2,0.600004937,0,0.999807988,0.881347326,0
LR,none,LASSO,Median,Unknown,Label,2,0.6380514,0.004128819,0.997694081,0.864256405,0.064181761
LR,none,LASSO,Median,Missing,Label,2,0.622497082,0.004128819,0.998334614,0.864810913,0.06420236
LR,none,LASSO,Median,Mode,Label,2,0.633285116,0.003303055,0.998334614,0.864700011,0.057424337
LR,none,LASSO,Median,Drop,Label,2,0.626764313,0.004162331,0.998478856,0.871665561,0.064467041
LR,none,LASSO,Drop,Unknown,One-Hot,2,0.623226199,0.003246753,0.998756219,0.886029412,0.056944842
LR,none,LASSO,Drop,Missing,One-Hot,2,0.623881405,0.003246753,0.998963516,0.886213235,0.056950751
LR,none,LASSO,Drop,Mode,One-Hot,2,0.623020248,0.003246753,0.998963516,0.886213235,0.056950751
LR,none,LASSO,Drop,Drop,One-Hot,2,0.613071648,0,0.999807988,0.881347326,0
LR,none,LASSO,Median,Unknown,One-Hot,2,0.647092171,0.004954583,0.998206508,0.864810913,0.07032565
LR,none,LASSO,Median,Missing,One-Hot,2,0.644387017,0.003303055,0.998206508,0.864589109,0.057420652
LR,none,LASSO,Median,Mode,One-Hot,2,0.643105634,0.001651528,0.997950295,0.864145503,0.040597322
LR,none,LASSO,Median,Drop,One-Hot,2,0.638293983,0.004162331,0.998326742,0.871532847,0.06446213
LR,none,RF,Drop,Unknown,Label,2,0.617358284,0.003246753,0.998548922,0.885845588,0.056938932
LR,none,RF,Drop,Missing,Label,2,0.605628177,0.003246753,0.998963516,0.886213235,0.056950751
LR,none,RF,Drop,Mode,Label,2,0.605946189,0.003246753,0.998963516,0.886213235,0.056950751
LR,none,RF,Drop,Drop,Label,2,0.557801185,0,1,0.881516588,0
LR,none,RF,Median,Unknown,Label,2,0.621819841,0.002477291,0.998590828,0.864810913,0.049737316
LR,none,RF,Median,Missing,Label,2,0.608618622,0.002477291,0.998847041,0.865032716,0.049743696
LR,none,RF,Median,Mode,Label,2,0.629295405,0.003303055,0.998462721,0.864810913,0.057428021
LR,none,RF,Median,Drop,Label,2,0.587296565,0.004162331,0.998174627,0.871400133,0.064457219
LR,none,RF,Drop,Unknown,One-Hot,2,0.611183127,0.003246753,0.998548922,0.885845588,0.056938932
LR,none,RF,Drop,Missing,One-Hot,2,0.599582916,0.003246753,0.999170813,0.886397059,0.05695666
LR,none,RF,Drop,Mode,One-Hot,2,0.60238075,0.003246753,0.999378109,0.886580882,0.056962568
LR,none,RF,Drop,Drop,One-Hot,2,0.587231183,0,0.999615975,0.881178064,0
LR,none,RF,Median,Unknown,One-Hot,2,0.623031617,0.002477291,0.998590828,0.864810913,0.049737316
LR,none,RF,Median,Missing,One-Hot,2,0.618817218,0.004954583,0.998590828,0.865143618,0.070339186
LR,none,RF,Median,Mode,One-Hot,2,0.63028958,0.003303055,0.998462721,0.864810913,0.057428021
LR,none,RF,Median,Drop,One-Hot,2,0.61070841,0.004162331,0.998326742,0.871532847,0.06446213
LR,down,FFS,Drop,Unknown,Label,2,0.595332658,0.532467532,0.631426202,0.620220588,0.579839592
LR,down,FFS,Drop,Missing,Label,2,0.592281423,0.519480519,0.626036484,0.613970588,0.57027516
LR,down,FFS,Drop,Mode,Label,2,0.592281423,0.519480519,0.626036484,0.613970588,0.57027516
LR,down,FFS,Drop,Drop,Label,2,0.586267144,0.518571429,0.597926267,0.588524035,0.556837031
LR,down,FFS,Median,Unknown,Label,2,0.578509184,0.529314616,0.583781706,0.576466674,0.555881453
LR,down,FFS,Median,Missing,Label,2,0.56876478,0.521056978,0.569305662,0.562825774,0.544647306
LR,down,FFS,Median,Mode,Label,2,0.567224591,0.522708505,0.584678452,0.576355772,0.552825832
LR,down,FFS,Median,Drop,Label,2,0.602037415,0.521331946,0.629297232,0.615527538,0.572776353
LR,down,FFS,Drop,Unknown,One-Hot,2,0.588347831,0.493506494,0.629560531,0.614154412,0.557397713
LR,down,FFS,Drop,Missing,One-Hot,2,0.588347831,0.493506494,0.629560531,0.614154412,0.557397713
LR,down,FFS,Drop,Mode,One-Hot,2,0.588347831,0.493506494,0.629560531,0.614154412,0.557397713
LR,down,FFS,Drop,Drop,One-Hot,2,0.572108021,0.491428571,0.603878648,0.590555179,0.544759783
LR,down,FFS,Median,Unknown,One-Hot,2,0.589632559,0.526011561,0.59941071,0.589553066,0.561513101
LR,down,FFS,Median,Missing,One-Hot,2,0.589632559,0.526011561,0.59941071,0.589553066,0.561513101
LR,down,FFS,Median,Mode,One-Hot,2,0.577328826,0.543352601,0.567255957,0.564045691,0.555175648
LR,down,FFS,Median,Drop,One-Hot,2,0.602037415,0.521331946,0.629297232,0.615527538,0.572776353
LR,down,LASSO,Drop,Unknown,Label,2,0.62443027,0.553571429,0.636401327,0.627022059,0.593543252
LR,down,LASSO,Drop,Missing,Label,2,0.62142985,0.550324675,0.630597015,0.621507353,0.589095151
LR,down,LASSO,Drop,Mode,Label,2,0.617731149,0.540584416,0.627280265,0.617463235,0.582321162
LR,down,LASSO,Drop,Drop,Label,2,0.599855716,0.522857143,0.604070661,0.594448206,0.561998808
LR,down,LASSO,Median,Unknown,Label,2,0.63876482,0.573905863,0.617729951,0.611844294,0.595414848
LR,down,LASSO,Median,Missing,Label,2,0.625135591,0.557390586,0.614911606,0.607186426,0.585445079
LR,down,LASSO,Median,Mode,Label,2,0.634775109,0.565648225,0.615680246,0.608960852,0.590134254
LR,down,LASSO,Median,Drop,Label,2,0.635077262,0.5421436,0.62716763,0.616323822,0.583107981
LR,down,LASSO,Drop,Unknown,One-Hot,2,0.629398664,0.537337662,0.632669983,0.621875,0.583058668
LR,down,LASSO,Drop,Missing,One-Hot,2,0.629715667,0.535714286,0.627902156,0.617463235,0.579979444
LR,down,LASSO,Drop,Mode,One-Hot,2,0.628409966,0.553571429,0.62893864,0.620404412,0.590052931
LR,down,LASSO,Drop,Drop,One-Hot,2,0.612770737,0.561428571,0.610023041,0.604265403,0.585221637
LR,down,LASSO,Median,Unknown,One-Hot,2,0.644017719,0.58629232,0.61965155,0.615171343,0.602741193
LR,down,LASSO,Median,Missing,One-Hot,2,0.642286323,0.575557391,0.614142967,0.608960852,0.594537235
LR,down,LASSO,Median,Mode,One-Hot,2,0.641765116,0.597853014,0.610043556,0.608406344,0.603917526
LR,down,LASSO,Median,Drop,One-Hot,2,0.64238635,0.566077003,0.630818375,0.62256138,0.597571565
LR,down,RF,Drop,Unknown,Label,2,0.621532153,0.558441558,0.623756219,0.616360294,0.590196065
LR,down,RF,Drop,Missing,Label,2,0.608082423,0.545454545,0.615878939,0.607904412,0.579598108
LR,down,RF,Drop,Mode,Label,2,0.606587598,0.540584416,0.614842454,0.606433824,0.576519079
LR,down,RF,Drop,Drop,Label,2,0.557212256,0.488571429,0.581797235,0.570751523,0.533150547
LR,down,RF,Median,Unknown,Label,2,0.622503006,0.560693642,0.605687932,0.599645115,0.582756701
LR,down,RF,Median,Missing,Label,2,0.612653503,0.557390586,0.607865744,0.601086836,0.582081303
LR,down,RF,Median,Mode,Label,2,0.629195332,0.565648225,0.60466308,0.599423312,0.584830401
LR,down,RF,Median,Drop,Label,2,0.589983022,0.504682622,0.628384545,0.61260783,0.563147192
LR,down,RF,Drop,Unknown,One-Hot,2,0.614609582,0.534090909,0.626036484,0.615625,0.578239047
LR,down,RF,Drop,Missing,One-Hot,2,0.599722909,0.529220779,0.604892206,0.596323529,0.565792828
LR,down,RF,Drop,Mode,One-Hot,2,0.602503244,0.538961039,0.605514096,0.597977941,0.571269207
LR,down,RF,Drop,Drop,One-Hot,2,0.588764538,0.528571429,0.596582181,0.588524035,0.561548124
LR,down,RF,Median,Unknown,One-Hot,2,0.624492202,0.552436003,0.607737638,0.600310525,0.579427434
LR,down,RF,Median,Missing,One-Hot,2,0.621347508,0.554087531,0.612861901,0.604968393,0.582734191
LR,down,RF,Median,Mode,One-Hot,2,0.628838728,0.567299752,0.606456572,0.601197738,0.586551501
LR,down,RF,Median,Drop,One-Hot,2,0.61800072,0.540062435,0.632035291,0.620305242,0.584241832
LR,up,FFS,Drop,Unknown,Label,2,0.595646295,0.530844156,0.621268657,0.611029412,0.574279406
LR,up,FFS,Drop,Missing,Label,2,0.593263054,0.522727273,0.616708126,0.606066176,0.567776503
LR,up,FFS,Drop,Mode,Label,2,0.593263054,0.522727273,0.616708126,0.606066176,0.567776503
LR,up,FFS,Drop,Drop,Label,2,0.587263139,0.527142857,0.596006144,0.587846987,0.560517959
LR,up,FFS,Median,Unknown,Label,2,0.585447674,0.521882742,0.594926979,0.585117001,0.557209227
LR,up,FFS,Median,Missing,Label,2,0.577308357,0.51940545,0.584294133,0.575579461,0.550895232
LR,up,FFS,Median,Mode,Label,2,0.57474649,0.514450867,0.596208045,0.585227903,0.553822847
LR,up,FFS,Median,Drop,Label,2,0.598481009,0.522372529,0.623516885,0.61061712,0.570708412
LR,up,FFS,Drop,Unknown,One-Hot,2,0.589291772,0.516233766,0.62831675,0.615625,0.569524646
LR,up,FFS,Drop,Missing,One-Hot,2,0.589291772,0.516233766,0.62831675,0.615625,0.569524646
LR,up,FFS,Drop,Mode,One-Hot,2,0.589291772,0.516233766,0.62831675,0.615625,0.569524646
LR,up,FFS,Drop,Drop,One-Hot,2,0.572335144,0.504285714,0.59984639,0.588524035,0.549994514
LR,up,FFS,Median,Unknown,One-Hot,2,0.597370684,0.537572254,0.602229055,0.593545525,0.568982979
LR,up,FFS,Median,Missing,One-Hot,2,0.597370684,0.537572254,0.602229055,0.593545525,0.568982979
LR,up,FFS,Median,Mode,One-Hot,2,0.584905522,0.531791908,0.588393543,0.580791838,0.559377265
LR,up,FFS,Median,Drop,One-Hot,2,0.598481009,0.522372529,0.623516885,0.61061712,0.570708412
LR,up,LASSO,Drop,Unknown,Label,2,0.629996998,0.553571429,0.630389718,0.621691176,0.59073322
LR,up,LASSO,Drop,Missing,Label,2,0.625986679,0.543831169,0.638681592,0.627941176,0.589351302
LR,up,LASSO,Drop,Mode,Label,2,0.624916879,0.545454545,0.629560531,0.620036765,0.586000557
LR,up,LASSO,Drop,Drop,Label,2,0.605611422,0.528571429,0.610407066,0.6007109,0.568017372
LR,up,LASSO,Median,Unknown,Label,2,0.643929282,0.569777044,0.622598002,0.615504048,0.595602257
LR,up,LASSO,Median,Missing,Label,2,0.627614363,0.551610239,0.623622854,0.613951425,0.586512363
LR,up,LASSO,Median,Mode,Label,2,0.638443125,0.565648225,0.623366641,0.61561495,0.593806563
LR,up,LASSO,Median,Drop,Label,2,0.633549628,0.546305931,0.62853666,0.618049104,0.585980635
LR,up,LASSO,Drop,Unknown,One-Hot,2,0.632135925,0.537337662,0.626451078,0.616360294,0.580185968
LR,up,LASSO,Drop,Missing,One-Hot,2,0.633269664,0.547077922,0.627072968,0.618014706,0.585711342
LR,up,LASSO,Drop,Mode,One-Hot,2,0.631877477,0.558441558,0.625,0.617463235,0.590784203
LR,up,LASSO,Drop,Drop,One-Hot,2,0.616900373,0.57,0.610215054,0.605450237,0.589764852
LR,up,LASSO,Median,Unknown,One-Hot,2,0.649485469,0.575557391,0.634127594,0.626261506,0.604133117
LR,up,LASSO,Median,Missing,One-Hot,2,0.64714993,0.582163501,0.63092493,0.624376178,0.606054012
LR,up,LASSO,Median,Mode,One-Hot,2,0.646524524,0.582989265,0.622213682,0.616945769,0.60228224
LR,up,LASSO,Median,Drop,One-Hot,2,0.643150563,0.57648283,0.627928202,0.621366954,0.601655904
LR,up,RF,Drop,Unknown,Label,2,0.625663619,0.537337662,0.627487562,0.617279412,0.580665738
LR,up,RF,Drop,Missing,Label,2,0.615480498,0.547077922,0.625207297,0.616360294,0.584839387
LR,up,RF,Drop,Mode,Label,2,0.614806783,0.545454545,0.61774461,0.609558824,0.580475327
LR,up,RF,Drop,Drop,Label,2,0.557417709,0.5,0.585637481,0.57549086,0.541127287
LR,up,RF,Median,Unknown,Label,2,0.62386193,0.557390586,0.6147835,0.607075524,0.585384092
LR,up,RF,Median,Missing,Label,2,0.611409674,0.541701073,0.617601845,0.607408229,0.578407799
LR,up,RF,Median,Mode,Label,2,0.635866078,0.556564822,0.618242378,0.609958966,0.586593521
LR,up,RF,Median,Drop,Label,2,0.592196516,0.520291363,0.622756313,0.609688122,0.569222918
LR,up,RF,Drop,Unknown,One-Hot,2,0.620612778,0.535714286,0.628731343,0.618198529,0.580362268
LR,up,RF,Drop,Missing,One-Hot,2,0.605006286,0.525974026,0.61380597,0.603860294,0.568195387
LR,up,RF,Drop,Mode,One-Hot,2,0.608740658,0.524350649,0.614220564,0.604044118,0.567509429
LR,up,RF,Drop,Drop,One-Hot,2,0.593738205,0.515714286,0.611367127,0.600033852,0.561507579
LR,up,RF,Median,Unknown,One-Hot,2,0.625223816,0.548307184,0.617345632,0.608073639,0.58180327
LR,up,RF,Median,Missing,One-Hot,2,0.620963929,0.546655656,0.620292083,0.610402573,0.582311065
LR,up,RF,Median,Mode,One-Hot,2,0.636152969,0.566473988,0.620804509,0.613507819,0.593017374
LR,up,RF,Median,Drop,One-Hot,2,0.61931609,0.531737773,0.634621235,0.621499668,0.58090626
LR,rose,FFS,Drop,Unknown,Label,2,0.405690702,0.470779221,0.375414594,0.386213235,0.420401463
LR,rose,FFS,Drop,Missing,Label,2,0.408369745,0.48538961,0.381633499,0.393382353,0.430396254
LR,rose,FFS,Drop,Mode,Label,2,0.408369745,0.48538961,0.381633499,0.393382353,0.430396254
LR,rose,FFS,Drop,Drop,Label,2,0.415041283,0.478571429,0.391321045,0.401658768,0.432752899
LR,rose,FFS,Median,Unknown,Label,2,0.41561304,0.483071841,0.395080707,0.406898081,0.43686653
LR,rose,FFS,Median,Missing,Label,2,0.42402264,0.487200661,0.411350243,0.421537097,0.447671878
LR,rose,FFS,Median,Mode,Label,2,0.426401603,0.492981007,0.397899052,0.410668737,0.442895784
LR,rose,FFS,Median,Drop,Label,2,0.400996959,0.491155047,0.36902951,0.384605176,0.425735489
LR,rose,FFS,Drop,Unknown,One-Hot,2,0.411738655,0.480519481,0.380597015,0.391911765,0.427649716
LR,rose,FFS,Drop,Missing,One-Hot,2,0.411738655,0.480519481,0.380597015,0.391911765,0.427649716
LR,rose,FFS,Drop,Mode,One-Hot,2,0.411738655,0.480519481,0.380597015,0.391911765,0.427649716
LR,rose,FFS,Drop,Drop,One-Hot,2,0.428827079,0.521428571,0.389592934,0.40521327,0.450715972
LR,rose,FFS,Median,Unknown,One-Hot,2,0.404066628,0.481420314,0.385472713,0.398358656,0.430783466
LR,rose,FFS,Median,Missing,One-Hot,2,0.404066628,0.481420314,0.385472713,0.398358656,0.430783466
LR,rose,FFS,Median,Mode,One-Hot,2,0.416725801,0.466556565,0.411734563,0.419097261,0.438289246
LR,rose,FFS,Median,Drop,One-Hot,2,0.400996959,0.491155047,0.36902951,0.384605176,0.425735489
LR,rose,LASSO,Drop,Unknown,Label,2,0.378921478,0.462662338,0.365671642,0.376654412,0.411317999
LR,rose,LASSO,Drop,Missing,Label,2,0.385626656,0.470779221,0.368159204,0.379779412,0.416319232
LR,rose,LASSO,Drop,Mode,Label,2,0.385059955,0.477272727,0.371268657,0.383272059,0.420947033
LR,rose,LASSO,Drop,Drop,Label,2,0.398982883,0.47,0.381912442,0.392349357,0.423673044
LR,rose,LASSO,Median,Unknown,Label,2,0.361731527,0.42031379,0.379323597,0.384828657,0.399293049
LR,rose,LASSO,Median,Missing,Label,2,0.37639587,0.454170107,0.373174481,0.384052346,0.411685188
LR,rose,LASSO,Median,Mode,Label,2,0.366243185,0.431874484,0.373815014,0.38161251,0.401797419
LR,rose,LASSO,Median,Drop,Label,2,0.37099655,0.445369407,0.372223912,0.381552754,0.407157393
LR,rose,LASSO,Drop,Unknown,One-Hot,2,0.37878586,0.456168831,0.377487562,0.386397059,0.414967541
LR,rose,LASSO,Drop,Missing,One-Hot,2,0.37886124,0.451298701,0.377072968,0.385477941,0.412519746
LR,rose,LASSO,Drop,Mode,One-Hot,2,0.382244621,0.451298701,0.381218905,0.389154412,0.414781385
LR,rose,LASSO,Drop,Drop,One-Hot,2,0.390166776,0.464285714,0.380952381,0.390825999,0.420560041
LR,rose,LASSO,Median,Unknown,One-Hot,2,0.355213959,0.418662263,0.374839867,0.380725297,0.396145563
LR,rose,LASSO,Median,Missing,One-Hot,2,0.354144571,0.41370768,0.376505252,0.381501608,0.39466836
LR,rose,LASSO,Median,Mode,One-Hot,2,0.362390996,0.415359207,0.389315911,0.392813574,0.402126781
LR,rose,LASSO,Median,Drop,One-Hot,2,0.362459941,0.432882414,0.363705507,0.372528202,0.396789261
LR,rose,RF,Drop,Unknown,Label,2,0.383604838,0.462662338,0.381011609,0.390257353,0.419856787
LR,rose,RF,Drop,Missing,Label,2,0.393946461,0.48538961,0.383913765,0.395404412,0.431680151
LR,rose,RF,Drop,Mode,Label,2,0.395959865,0.462662338,0.389925373,0.398161765,0.424739667
LR,rose,RF,Drop,Drop,Label,2,0.447404817,0.538571429,0.397849462,0.414522681,0.462893458
LR,rose,RF,Median,Unknown,Label,2,0.377750774,0.439306358,0.392262362,0.398580459,0.415118477
LR,rose,RF,Median,Missing,Label,2,0.389788562,0.464079273,0.386113246,0.39658423,0.423305037
LR,rose,RF,Median,Mode,Label,2,0.372345544,0.439306358,0.392006149,0.398358656,0.414982884
LR,rose,RF,Median,Drop,Label,2,0.411592573,0.495317378,0.383632492,0.397876576,0.435912652
LR,rose,RF,Drop,Unknown,One-Hot,2,0.388663083,0.462662338,0.383499171,0.392463235,0.421225145
LR,rose,RF,Drop,Missing,One-Hot,2,0.401751726,0.498376623,0.38681592,0.399448529,0.439067207
LR,rose,RF,Drop,Mode,One-Hot,2,0.40049482,0.48538961,0.385572139,0.396875,0.432611501
LR,rose,RF,Drop,Drop,One-Hot,2,0.409993417,0.484285714,0.389784946,0.40098172,0.434473568
LR,rose,RF,Median,Unknown,One-Hot,2,0.378737438,0.451692816,0.382910582,0.392148165,0.415882145
LR,rose,RF,Median,Missing,One-Hot,2,0.376631455,0.445912469,0.378683064,0.387712099,0.410925176
LR,rose,RF,Median,Mode,One-Hot,2,0.371168254,0.445086705,0.382526262,0.390928247,0.412622532
LR,rose,RF,Median,Drop,One-Hot,2,0.390024145,0.489073881,0.376026772,0.390444592,0.428841314
LR,smote,FFS,Drop,Unknown,Label,2,0.595813882,0.288961039,0.836028192,0.774080882,0.491507452
LR,smote,FFS,Drop,Missing,Label,2,0.593430978,0.266233766,0.856343284,0.789522059,0.477480364
LR,smote,FFS,Drop,Mode,Label,2,0.593430978,0.266233766,0.856343284,0.789522059,0.477480364
LR,smote,FFS,Drop,Drop,Label,2,0.586084458,0.23,0.852534562,0.778774543,0.442812544
LR,smote,FFS,Median,Unknown,Label,2,0.584958415,0.206440958,0.874967973,0.785183542,0.425004972
LR,smote,FFS,Median,Missing,Label,2,0.574086651,0.213872832,0.867922111,0.780082067,0.430842152
LR,smote,FFS,Median,Mode,Label,2,0.573332028,0.181668043,0.893287215,0.797715426,0.402842078
LR,smote,FFS,Median,Drop,Label,2,0.593241847,0.235171696,0.874201399,0.79270073,0.453417496
LR,smote,FFS,Drop,Unknown,One-Hot,2,0.589225814,0.246753247,0.853855721,0.785110294,0.459011625
LR,smote,FFS,Drop,Missing,One-Hot,2,0.589225814,0.246753247,0.853855721,0.785110294,0.459011625
LR,smote,FFS,Drop,Mode,One-Hot,2,0.589225814,0.246753247,0.853855721,0.785110294,0.459011625
LR,smote,FFS,Drop,Drop,One-Hot,2,0.57158081,0.172857143,0.901305684,0.814996615,0.394711446
LR,smote,FFS,Median,Unknown,One-Hot,2,0.596464734,0.255986788,0.860235716,0.779083953,0.469264294
LR,smote,FFS,Median,Missing,One-Hot,2,0.596464734,0.255986788,0.860235716,0.779083953,0.469264294
LR,smote,FFS,Median,Mode,One-Hot,2,0.582848517,0.217175888,0.868946964,0.781412887,0.434412624
LR,smote,FFS,Median,Drop,One-Hot,2,0.593241847,0.235171696,0.874201399,0.79270073,0.453417496
LR,smote,LASSO,Drop,Unknown,Label,2,0.62565386,0.373376623,0.798922056,0.750735294,0.546167392
LR,smote,LASSO,Drop,Missing,Label,2,0.624679632,0.368506494,0.804104478,0.754779412,0.544350734
LR,smote,LASSO,Drop,Mode,Label,2,0.622881265,0.366883117,0.805970149,0.75625,0.54378014
LR,smote,LASSO,Drop,Drop,Label,2,0.605534617,0.338571429,0.806259601,0.75084631,0.522471497
LR,smote,LASSO,Median,Unknown,Label,2,0.634518367,0.37489678,0.792979759,0.736830431,0.545238992
LR,smote,LASSO,Median,Missing,Label,2,0.626951298,0.350123865,0.800025621,0.739602972,0.529252362
LR,smote,LASSO,Median,Mode,Label,2,0.634193499,0.378199835,0.790930054,0.735499612,0.546927432
LR,smote,LASSO,Median,Drop,Label,2,0.629594496,0.360041623,0.799513234,0.743463835,0.536524037
LR,smote,LASSO,Drop,Unknown,One-Hot,2,0.631742195,0.391233766,0.791044776,0.745772059,0.556312347
LR,smote,LASSO,Drop,Missing,One-Hot,2,0.632499704,0.404220779,0.798922056,0.754227941,0.568278889
LR,smote,LASSO,Drop,Mode,One-Hot,2,0.632801563,0.376623377,0.794154229,0.746875,0.546897657
LR,smote,LASSO,Drop,Drop,One-Hot,2,0.612418258,0.358571429,0.785906298,0.735274204,0.530851716
LR,smote,LASSO,Median,Unknown,One-Hot,2,0.64649702,0.41370768,0.782603126,0.733059776,0.569006962
LR,smote,LASSO,Median,Missing,One-Hot,2,0.643919655,0.399669694,0.782731232,0.73128535,0.559315611
LR,smote,LASSO,Median,Mode,One-Hot,2,0.639433809,0.406275805,0.778503715,0.728512809,0.562394189
LR,smote,LASSO,Median,Drop,One-Hot,2,0.638936788,0.386056191,0.78795254,0.736695421,0.551537811
LR,smote,RF,Drop,Unknown,Label,2,0.621931266,0.36038961,0.794776119,0.745588235,0.535190673
LR,smote,RF,Drop,Missing,Label,2,0.610439079,0.353896104,0.798507463,0.748161765,0.531590707
LR,smote,RF,Drop,Mode,Label,2,0.612200093,0.36038961,0.8026534,0.752573529,0.537836356
LR,smote,RF,Drop,Drop,Label,2,0.555413924,0.238571429,0.843317972,0.771665538,0.448543837
LR,smote,RF,Median,Unknown,Label,2,0.622149893,0.350949628,0.798872662,0.738715759,0.529494159
LR,smote,RF,Median,Missing,Label,2,0.612241679,0.326176713,0.805149885,0.74082289,0.512465748
LR,smote,RF,Median,Mode,Label,2,0.634005412,0.337737407,0.806943377,0.743928136,0.522048814
LR,smote,RF,Median,Drop,Label,2,0.59093718,0.253902185,0.854274414,0.777704048,0.465727539
LR,smote,RF,Drop,Unknown,One-Hot,2,0.6199606,0.321428571,0.816542289,0.760477941,0.512308522
LR,smote,RF,Drop,Missing,One-Hot,2,0.601260809,0.326298701,0.802446103,0.748529412,0.511700226
LR,smote,RF,Drop,Mode,One-Hot,2,0.60687364,0.324675325,0.805970149,0.751470588,0.511545325
LR,smote,RF,Drop,Drop,One-Hot,2,0.591207757,0.291428571,0.812788018,0.751015572,0.486692563
LR,smote,RF,Median,Unknown,One-Hot,2,0.624443858,0.33195706,0.80796823,0.744039037,0.517890682
LR,smote,RF,Median,Missing,One-Hot,2,0.619521434,0.329479769,0.815526518,0.750249529,0.518362314
LR,smote,RF,Median,Mode,One-Hot,2,0.634255807,0.341040462,0.809633615,0.746700676,0.525469145
LR,smote,RF,Median,Drop,One-Hot,2,0.614866625,0.306971904,0.818223304,0.753019244,0.501170196
LR,none,FFS,Drop,Unknown,Label,3,0.610732284,0.003139717,0.997211497,0.877712776,0.055955003
LR,none,FFS,Drop,Missing,Label,3,0.598919451,0.003139717,0.996782497,0.877335346,0.055942965
LR,none,FFS,Drop,Mode,Label,3,0.598919451,0.003139717,0.996782497,0.877335346,0.055942965
LR,none,FFS,Drop,Drop,Label,3,0.602559704,0.001371742,0.999803382,0.874634566,0.037033396
LR,none,FFS,Median,Unknown,Label,3,0.592544957,0.000805153,0.999742765,0.862149274,0.028371568
LR,none,FFS,Median,Missing,Label,3,0.585499531,0.000805153,0.999742765,0.862149274,0.028371568
LR,none,FFS,Median,Mode,Label,3,0.576806831,0.000805153,0.999742765,0.862149274,0.028371568
